Idea reference,Idea name,Idea categories,Idea assigned to,Idea status,Idea created date,Idea votes,Idea tags,Idea description,Created by email domain,Idea portal comments,Idea voter email domains
DFE-I-1582,"Allow ""X"" in browser to end user session",Technical,Default (Unassigned),Needs Review,2024-04-04 15:40:47,4,,"It would be nice it the ""X"" button in the browser would log out/end a user session. Staff forgets to click their initials and ""log out"" and it has caused some issues here with one user entering their credentials and then it pulls up another users session. TruBridge cannot provide any explanation other than the users need to sign out. Most the other web based programs we use just require an ""X"" to end so it's hard to change and take the extra steps/clicks to find the log out/sign out button.",kingmanhc.com,,"lgh-jena.org,surgeonschoice.com,yahoo.com,kingmanhc.com"
DFE-I-1584,Problem Management Card,Patient Data Console,Default (Unassigned),Open for Comment,2024-04-04 18:24:58,6,,"We would like for the titles (Treating this visit, Active, and Historic) to be Bold or have a different color line to make it easier to find when the patient has a long problem list.

A search feature so that when you are trying to enter in a problem and its already in the list it will highlight or bring that problem to the top of the screen.",lchdhealthcare.org,,"lchdhealthcare.org,yahoo.com,wcmhosp.org,cmhcare.com"
DFE-I-1585,HPI Card ,Patient Data Console,Default (Unassigned),Open for Comment,2024-04-04 19:14:06,6,,Trying to use patient console for intake in our clinics. Would like to have a HPI card to use during intake that could then be pulled into notes as a filter.,lchdhealthcare.org,"Stephanie St. Andrie Apr 10, 2024
Could you please clarify if it is HPI or PHI? It is included as both in the request title and description, Also what elements would you want to include for this card? What is the problem you are trying to solve?

cmclelland@lchdhealthcare.org Apr 10, 2024
History of present illness, we had one clinic that on patient intake the nurses were changing the chief complaint to the HPI. This would change the chief complaint to a sentence or more in some instances so if we had a card where the nurse could enter (Patient presents to clinic for sore throat x4 days with fever and congestion. No OTC meds taken pta) that would then pull into the providers note instead of them having to open the note and type in the HPI there.","trubridge.com,lchdhealthcare.org,yahoo.com"
DFE-I-1586,HIM Coding List Enhancements,HIM,Default (Unassigned),Product Owner Review,2024-04-05 18:00:43,17,,"We are very excited about this new feature and have some suggestions to improve our experience using it:

We verbally shared this and then via email to Monica McCaskey in January.


Listed below are some changes that we see at this time that would be helpful to the end user workflow.

1. A go/start button so that filters can be set and then the system searches to load the accounts rather than loading all accounts immediately. To get around this now we created a Search filter that looks for a stay type we don't use and auto checked it so nothing loads until we set our filters and uncheck the dummy search filter. Once this is added then please make the filters sticky.
2. We have coders that work in both facilities during the day. A Drop-down box to change between facilities (0001 sparta community hospital and 0004 quality healthcare) would help facilitate changing facilities quicker. It is not convenient to log out of one facility and then have to log in to the other.
3. Have a drop-down box like coding status to be able to filter and choose multiple providers or service codes - similar to how Patient Connect works to multi-select providers, etc.
4. Refresh button to refresh screen to update list. Have an account auto fall off the list when it coding is complete.
5. For easier access to the coding status button have the status button moved.

a. Ability to change status of chart while in HIM coding list screen.
b. add the coding status change button to submenu ribbon on the coding patient summary tab to the right of Edit or Charged CPT.

6. We have created numerous Visit filters and they need to wrap to a second line rather than vertically wrap.
7. add ability to change chart location from within the coding list vs having to go to medical records.",spartahospital.com,,"spechosp.com,wchnh.org,tsjh.org,ajmchc.org,pmhnet.com,lgh-jena.org,westholtmed.org,ahmchealth.com,pchsgrant.com,yahoo.com,nrmchealth.com,eomchospital.com,hrrmc.net,wcmhosp.org,spartahospital.com,burgesshc.org"
DFE-I-1587,Lab QC System Expiration Date Alert,Ancillary,Default (Unassigned),Needs Review,2024-04-05 19:47:55,1,,"In the Lab Quality Control System section, the expiration date for the control is entered on line 5 when you define and maintain a new control. I have not seen any report, chart, or review that shows the expiration date that is entered on line 5. Additionally, if an expiration date is entered, it would be good to have some type of warning that is set for a specific time prior to alert you of the upcoming expiration date.",monroesurgical.com,,monroesurgical.com
DFE-I-1588,Can Meds on EMAR have pop up messages?,Medication Management,Default (Unassigned),Needs Review,2024-04-05 22:05:22,3,,"Can Meds on EMAR have pop up messages or ""Reviewed"" warnings if the dose was manually changed? For example, Oxycodone IR 5mg tab PO PRH Q4H has within the comment section dose parameters based on pain scale. There is no warning or pop up message to alert the RN to double check the dose to ensure it's correct. Is there a way to program that on CDS alerts or something?",gvh-colorado.org,,"gvh-colorado.org,yahoo.com,mckenziehealth.org"
DFE-I-1589,Med orders should be allowed with or without CPT codes,"Medication Management,Order Management,TruBridge EHR - Financial",Default (Unassigned),Needs Review,2024-04-08 14:41:28,27,,"When CPT codes expire, the nurses are unable to enter an order for a med. This disrupts patient care. We can get the renewed CPT code on later, prior to billing as they always leave a note. Or if not, an edit can be created to send them back. This should not stop order entry.",gh-health.org,"Kelsey Drouhard Apr 8, 2024
We did not like this update last year either..although we did not have meds impacted - just lots of wound care supplies. You may already be aware but there is a report you can run that will pull all the items with expired CPTs on them so you can correct them prior to having an issue at the time of OE.

Linda Pfeifle Apr 8, 2024
What report is that?

Shellie Brooks Apr 10, 2024
I agree. The nurses and providers could not put in a Solu-Medrol order at the beginning of April, because the cpt code expired March 31, 2024. Thankfully, I was here to change the code and put the order in from the Pharmacy side, but after hours, this is a nightmare. I have gotten called back, because an ER doctor (and the nurses) couldn't put in a med because the cpt expired. Most rural hospitals don't have a person that can sit around and update the formulary every single day.

Tracie Bastien Apr 10, 2024
we were unaware of this issue until it happened to us at the beginning of April as well. There were no clearly defined resources or warnings that these CPT codes were expiring, at least we had no idea. If this is an expectation that we maintain all the CPT code updates for pharmacy, then there should be a report we can run to see which ones might be expiring soon and a resource we can go to get the updated ones. I thought CPT codes updated with certain maintenance patches. I had never had to do this before. It stalled patient care.

Jamie Johnson Apr 12, 2024
I agree this should not be a hard stop. This disrupts patient care. Nursing or providers are not responsible for maintaining CPT codes so why does it hard stop on their side? If the program is able to recognize the expired CPT code why can there not be a report or notice when CPT codes are expiring. Often these are published in a single spot or easy to find and often can be in the future. An alert would be nice but not a hard stop.","wardmemorial.com,midcoasthealthsystem.org,doctorsmemorial.com,jackhosp.org,trubridge.com,emanuelmedical.org,chmcok.com,ajmchc.org,pmhnet.com,lgh-jena.org,bayoubendhealth.org,surgeonschoice.com,ahmchealth.com,gh-health.org,fallonmedical.org,pchsgrant.com,mhtcg.com,yahoo.com,att.net,mckenziehealth.org,kingmanhc.com,nchnet.org,alhnet.org"
DFE-I-1590,Need to be able to mark favorites in Communications so you don't have to search for people.,Communication Center,Default (Unassigned),Needs Review,2024-04-08 15:01:04,4,,"When we send a communication and need to send it to someone, we need to have the capability to mark certain people as favorites. Our providers each have their own clinic nurse and would like to be able to mark them as a favorite so they don't always have to search for them. They should just come up for them to choose.",yahoo.com,,"midcoasthealthsystem.org,bayoubendhealth.org,yahoo.com,cmhcare.com"
DFE-I-1591,PULL PATIENT LOCATION SUMMARY TO A CSV FILE,Registration,Default (Unassigned),More Information Needed,2024-04-09 15:04:24,4,,"very useful in admissions, transfers, etc.",springfieldhospital.org,"Tom Gardner Apr 22, 2024
Good afternoon! Could you please provide more information about this request so it can be properly reviewed by the team?","lgh-jena.org,surgeonschoice.com,yahoo.com,springfieldhospital.org"
DFE-I-1592,Add Sliding Scale to prescription entry,Medication Management,Default (Unassigned),Needs Review,2024-04-09 15:37:27,7,,"Provider would like to be able to pull/attach the patients Insulin sliding scale to electronic prescriptions for discharge. Currently they would have to free text that in the instructions to the pharmacy, which is very time consuming.",chmcok.com,,"tcmh.org,chmcok.com,tc-hs.org,lgh-jena.org,yahoo.com,mckenziehealth.org"
DFE-I-1593,weight based dosing to order set,Medication Management,Default (Unassigned),Needs Review,2024-04-09 19:44:47,30,,"When an order set it being built, need to be able to add a medication with weight based dosing, for both pediatrics and adults, and have the system be able to calculate the dose based on the weight that is in the system.",slhd.org,"SUSANNE SORNSON May 16, 2024
yes....along with automatically putting in the correct flow rate after the dose has been calculated. There are many systems out there that already have this in place. This is a major medication safety issue.","tcmh.org,prmc.org,schcmed.com,wardmemorial.com,midcoasthealthsystem.org,rch-lyons.com,jackhosp.org,cozadhealthcare.com,emanuelmedical.org,wickhosp.com,bhsh.com,putnamgeneral.com,ajmchc.org,taylorregional.org,lgh-jena.org,surgeonschoice.com,slhd.org,taoshospital.org,upmc.edu,yahoo.com,att.net,mckenziehealth.org,nrmchealth.com,bennettcountyhospital.com,kingmanhc.com,rvmc.org,pchd.net,nchnet.org"
DFE-I-1594,Allow Providers access to order Protocols,Order Management,Default (Unassigned),Needs Review,2024-04-10 04:09:34,3,,"We currently have to build Protocols as Order Sets & Protocols in order for Providers/Midlevels to initiate them. This is extra work upon creation and upkeep. It is also confusing to staff to see them in both places - Protocols and Order Sets. CPOE providers should be able to initiate Protocols such as Heparin, Sliding Scale ect. The only other option is for the Provider to place an order to 'Initiate ___ Protocol' and this becomes a patient safety issue if the nurse selects/orders the wrong Protocol.",att.net,,"att.net,gmail.com,alhnet.org"
DFE-I-1595,Order Sets - View Default Checked,Order Management,Default (Unassigned),Needs Review,2024-04-10 04:15:22,33,,"From within Order Set maintenance, we would like to be able to easily review which orders are default checked without needing to open each order. If there could be a column added with this information, it would save us a lot of time when creating/updating Order Sets.",att.net,"Tracie Bastien Apr 10, 2024
a million times yes! Plus- it would be great if there was an all encompassing print option, so we can print out the entire order set (prechecked items noted, instructions, dose, frequency, etc.) to submit the built sets for executive/management approval

Angela Plummer Apr 10, 2024
PLEASE TO BOTH!!

Shana Burroughs Apr 11, 2024
Absolutely to YES to what Tracie added - currently, I have to convert everything into a Word document template to take through the order review process.","alhnet.org,surgeonschoice.com,ahmchealth.com,tcmh.org,prmc.org,pomerenehospital.org,rch-lyons.com,taoshospital.org,jackhosp.org,cozadhealthcare.com,trubridge.com,yahoo.com,wickhosp.com,att.net,bhsh.com,chmcok.com,putnamgeneral.com,mckenziehealth.org,nrmchealth.com,ajmchc.org,pmhnet.com,kingmanhc.com,wcchs.net,monroesurgical.com,wcmhosp.org,gmail.com,lgh-jena.org,clayhosp.org,cmhcare.com"
DFE-I-1597,Create a Prompt,Ancillary,Default (Unassigned),Needs Review,2024-04-10 13:31:27,1,,Create a prompt when they are placing a new order on a medication in an effort to restrict prescribing of certain medications or lab order.,hss-mi.org,,hss-mi.org
DFE-I-1599,Update the STAT function in order entry,Order Management,Default (Unassigned),Needs Review,2024-04-10 19:48:52,5,,"Change the STAT order function so that it automatically makes the 1st dose STAT and then schedules the next dose for the next appropriate administration time based on frequency. This issue pops up at our facility every few months, providers enter the order, mark it as STAT, and don't understand why another dose is scheduled, perhaps within a very short time frame of the original. This is not intuitive. The patient is at risk for multiple doses. Example: Ancef 2 gm Q 8 hours ordered STAT- the provider thinks the 1st dose will be ""NOW"" and the subsequent doses will be at the appropriately scheduled time, so if it's 1300 when the antibiotic is ordered, that 1st dose would be given at 1300 and the subsequent doses would be scheduled at 2200, 0600, and 1400 (the following day). Currently, when the provider puts in a STAT order , they have to enter 2 orders: 1 STAT for ""now"", and then another order for the scheduled dose of Every 8 hours (etc.)that may start with an administrative time very close to the STAT order time, prompting an extra dose.",surgeonschoice.com,,"jackhosp.org,yahoo.com,wcmhosp.org,cmhcare.com,surgeonschoice.com"
DFE-I-1600,Has this bar code already been scanned in?,Medication Management,Default (Unassigned),Needs Review,2024-04-11 21:09:53,3,,"In Pyxis, I have the option to scan a barcode to see if it has already been linked with a medication or not. In Webclient, I have to go into that specific medication and see if it has been scanned under the item master. The same barcode could be scanned under multiple drugs and I would never know. Wish Webclient had the option to simply scan the barcode and tell me if it's already assigned or not.

Pyxis also has the option to allow a tech to scan in, but must be verified by a pharmacist. Wish this was also capable in webclient to ensure accuracy of scans.

The only (cumbersome) work around I have found for this is to run an ad hoc report with all NDCS, download to excel, then control + F to search and see if the ndc is already in there. Have to rerun the report EVERY time NDCs change to get the most up to date list...",emanuelmedical.org,,"emanuelmedical.org,lgh-jena.org,yahoo.com"
DFE-I-1601,Check Box for Dose Due Now Orders,Medication Management,Default (Unassigned),Needs Review,2024-04-12 12:42:54,10,,"In Order Entry, wish there was a design change to change the ""First Dose Date/Time"" section to a checkbox like how Stat is. Providers would rather have a check box for a dose due now than to click the dropdowns and manually enter date and time.

Background: Our providers have gotten into the habit of checking the stat box when they want an order due now, but that puts more time restraints on nursing and pharmacy.",emanuelmedical.org,,"prmc.org,rch-lyons.com,doctorsmemorial.com,cozadhealthcare.com,emanuelmedical.org,lgh-jena.org,yahoo.com,mckenziehealth.org,rvmc.org,wcmhosp.org"
DFE-I-1602,Med Verify Compliance Reports - add advanced options for better data query,"Clinical Report,Medication Management",Default (Unassigned),Open for Comment,2024-04-12 20:27:34,4,TruBridge Analytics,"Reference Situation 9995385


We use med verify in every place we can to ensure we keep patients safe. This means that more than the routine nursing department uses the application. We have other departments (identified by a unique department number) such as IV therapy, at least five clinics, surgery etc. that use med verify as well.

ISSUE: For both the med verify report by patient and med verify report by employee, you cannot drill down to see specific department use of med verify. You get every med verify entry from every area using med verify for the selected date range. This is a very messy data lump and not really helpful.

The reports (report dashboard templates) do not have the advanced options to filter out (or in) what you need to report on.

EX: I only want to see med verify compliance for department 020 (routine services) for a time period.

I know you can take the data, dump into excel, then either sort/filter or bring in other elements to make the complete report. This takes to long to get a meaningful report.

This is the one step report we want: For a time range, all med verify use that occurred on Routine Nursing Services.


We are also seeing a need to expand the reporting so that we can monitor med verify by stay type and sub type.

EX: For a time range and department routine services all type 1 accounts with a sub type of XX and a service code of ZZ. Or even for a time range and department routine services all type 1 accounts with a service code of ZZ.

A solution would be to add the Advanced Option to both reports. I can create my report parameters and save them. When I need the data, load the saved report and change the data parameters. The advanced options should include a section for patient demographic elements. It might even want to include a medication section to get specific medication elements.


Path to reports: All paths take you to report dashboard. Easiest way is login WebClient - report dashboard - find the two reports. You can only run based on output and time range and a sort only on one version of the report.

Bottom Line. We want to know our med verify compliance numbers for a single department. We only want to see that one department. Then within that department, dig deeper using patient demographic elements to query for that information. here may even be a need to include medication information as well. Antibiotics, med verify compliance for scheduled medications. We do not want to be limited in selecting the data we want. .",bmh.org,"Michelle Mason Apr 15, 2024
Thank you for your idea. One thing you can do to immediately see the Med Verify for a single department is to use the ""Search"" box in the top, right of the Med Verify Compliance Report by Patient. Enter the name of your department just as it is (not the number) and you will see the numbers for that specific department.

Kenneth  Langworthy Apr 16, 2024
Thank you Michelle! I have passed that information along. I appreciate you and the information!!! Thank you for being on top of this board.","lgh-jena.org,ahmchealth.com,yahoo.com,bmh.org"
DFE-I-1603,Cardiac Medications,Medication Management,Default (Unassigned),Needs Review,2024-04-16 14:11:35,26,,"We have providers who have voiced that they would love it if when a cardiac related medication is ordered, that nursing staff have to enter the blood pressure and heart rate into the medication area prior to administering. This would create a checks and balances while also reminding nursing staff that these medications require certain checks prior to administration for best practice and patient safety.",doctorsmemorial.org,"Bailey Creamer Apr 22, 2024
I have a dream factory post for this exact same thing!!! Hopefully it will come to fruition!","prmc.org,schcmed.com,pomerenehospital.org,rch-lyons.com,cameronregional.org,doctorsmemorial.com,cozadhealthcare.com,emanuelmedical.org,bhsh.com,putnamgeneral.com,pmhnet.com,taylorregional.org,lgh-jena.org,myfrh.com,thcs.org,upmc.edu,yahoo.com,lindsaymunicipalhospital.com,mckenziehealth.org,kingmanhc.com,monroesurgical.com,rvmc.org,doctorsmemorial.org,pchd.net,nchnet.org"
DFE-I-1604,Easier report to code from,HIM,Default (Unassigned),Product Owner Review,2024-04-16 19:24:52,8,,"It would make things much easier for the coders if we had a way of running a report that only pulls accounts that need coded that also have a completed note. We have providers that are bad about getting notes done timely, and when using the MR billing report or the HIM coding worklist, that pulls all the visits that aren't coded, but we have to go into each and every visit to see if the note is completed. I have tried using the unsigned notes report, but our nurses are the ones who open the notes for their provider, so if the provider hasn't completed their portion it makes it difficult to sort through this report to find which notes are actually not complete.",cozadhealthcare.com,,"fairfaxmed.com,vmhospital.com,cozadhealthcare.com,pmhnet.com,lgh-jena.org,yahoo.com,mytgh.com,hotmail.com"
DFE-I-1605,Release of information reports,HIM,Default (Unassigned),Product Owner Review,2024-04-16 19:31:47,6,,There needs to be an easier/faster way to run an ROI report to be able to see what ROI requests have been done and by who. The current one has a lot of steps and is very difficult to get the right parameters in there to get what you need.,cozadhealthcare.com,,"tsjh.org,cozadhealthcare.com,lgh-jena.org,myfrh.com,yahoo.com,gordonmemorial.org"
DFE-I-1606,SECURITIES SEARCHABLE BY NUMBER,Security,Default (Unassigned),More Information Needed,2024-04-16 20:49:28,8,,It would be great if the behaviors/securities could be searchable by rule number.,gh-health.org,"Michelle Mason Apr 18, 2024
Can you give a little more information on where and when you would like to be able to find the rule number?

Angela Plummer Apr 19, 2024
When associating a rule to a user you cannot search by rule ID/number

Michelle Mason Apr 19, 2024
True that the search when Associating a Rule from a Login or Role does not search for the number. I'm curious if you have tried using the ""Rule Management"" option to search for the Rule by number and Add Association directly from the Rule. If you know the number, this method may be preferable. This may not fit your use case, but I wanted to put it out there as an option.","prmc.org,rch-lyons.com,pmhnet.com,lgh-jena.org,gh-health.org,kingmanhc.com,rvmc.org,alhnet.org"
DFE-I-1607,weight in kg only on banner for Pediatric Readiness Initiative,Demographics Panel,Default (Unassigned),Needs Review,2024-04-16 20:54:21,2,,The National Pediatric Readiness Project would like all pediatric patients to have only their weight in kg showing in any EMR system. We would like to be able to have ONLY Kg shown for weight for all pediatric patients,slhd.org,,"slhd.org,mckenziehealth.org"
DFE-I-1608,Requiring Hospital Bracelet Scanning,Medication Management,Default (Unassigned),Already Exists,2024-04-17 16:50:56,2,,"I would like it changed/noted that when administering medications, there should be a separate time frame that Thrive would require the nurse to rescan the hospital bracelet. Currently, a nurse may bypass this feature if they had previously scanned the hospital bracelet at an earlier period. Thrive will not require nurse to rescan the bracelet unless the chart is X'ed out. I would like to see after 10 minutes, that Thrive would require the bracelet to be rescanned before nursing can proceed for patient safety. A path was given to me to change the timing, but inturn, that created another issue.",thcs.org,"Michelle Mason Apr 18, 2024
The Pharmacy Timeout option does exactly this.

-------------------------------

NOTE: In the Point of Care Control Maintenance Table on Page 6 (Tables > Clinical), there is an option for Pharmacy Timeout. If a number is added to this field, Medication Verification will timeout. When using Medication Verification and Thrive is left idle during the process, this field allows for a timeout in Medication Verification. In other words, the green check will disappear from the EMAR related to the time frame that is added in this box.","lgh-jena.org,thcs.org"
DFE-I-1609,Make virtually all important forms have mandatory fields,Communication Center,Default (Unassigned),Needs Review,2024-04-17 18:31:42,2,,"Referral/Transition of Care Forms. For the first half of the form, all the fields needs to being mandatory: Type: Receiving Provider, Specialty, Referring Proivder, Specialty, Phone numbers, Addresses (this can be optional), Reason for Referral. The referring Provider and his Specialty should be pulled in automatically",interhealthcanada.tc,,"interhealthcanada.tc,yahoo.com"
DFE-I-1610,Patient Information Screen - Add Date of Service Option to Capture IP on a Given Day,TruBridge EHR - Financial,Default (Unassigned),Needs Review,2024-04-19 20:03:02,2,,I use the Patient Information Screen report (Previous Day) to combine with a Revenue Detail Report (Previous Day) filtered for a particular service line. We send these reports to a 3rd party biller. Services provided to Inpatients do NOT show up on the Patient Information Screen report if they are not admitted or discharged on that particular day. We need an option to run the report for DATE OF SERVICE to capture IP services for any specified day.,grapehospital.com,,"grapehospital.com,yahoo.com"
DFE-I-1611,Imaging results section in MCC,MyCareCorner,Default (Unassigned),Needs Review,2024-04-19 22:21:06,6,,It would be nice to have a section in MCC dedicated to imaging results just like the section dedicated to lab results. We get numerous calls from patients frustrated because of how difficult it is to find their imaging reports in the portal.,sphosp.org,"Christi Keating May 19, 2024
Agreed - a distinct header on the left chart panel for Radiology would be great just like lab results vs having to sort all through clinical history or order chron.","sphosp.org,lgh-jena.org,yahoo.com,nrmchealth.com,wcmhosp.org,cmhcare.com"
DFE-I-1612,Banner Bar- Select name - opens demographics,Demographics Panel,Default (Unassigned),Needs Review,2024-04-22 16:23:25,7,,"On the patient banner bar, when selecting the patient name, demographics populate so you have a patient phone number and emergency contact as well as the release of information so you know who you can speak with pertaining to the patient.",wickhosp.com,,"tcmh.org,cozadhealthcare.com,wickhosp.com,yahoo.com,rvmc.org,wcmhosp.org,cmhcare.com"
DFE-I-1613,SSO Integration for Logins,Technical,Default (Unassigned),Needs Review,2024-04-22 20:57:39,3,,Add the ability to use Microsoft Entra SSO Capabilities to login.,hoodmemorial.com,,"hoodmemorial.com,lgh-jena.org,hillrh.com"
DFE-I-1614,Need the ability to add a check box in Notes. ,Notes,Default (Unassigned),Needs Review,2024-04-22 22:49:29,18,,"There are so many times where it would be beneficial to have a check box in notes. If you use the table formatting, it gets so busy and has so many lines. Check box capability would alleviate that.",yahoo.com,,"tcmh.org,schcmed.com,pomerenehospital.org,prestonmemorial.org,rch-lyons.com,vermont.gov,hoodmemorial.com,yahoo.com,hendersonhealth.org,putnamgeneral.com,kingmanhc.com,monroesurgical.com,rvmc.org,wcmhosp.org,lgh-jena.org,pchd.net,clayhosp.org"
DFE-I-1615,Need the ability for a due date for specific forms/notes - a popup when they are due.,TruBridge EHR - Clinical,Default (Unassigned),Needs Review,2024-04-22 22:53:03,7,,"I don't know if this could be part of the health maintenance piece or a different part, but there are some forms that only need to filled out one time a year. It would be so great if as a note/form that the system would know when one is done and then calculate when the next is due and pop up when it is due. Example - a yearly PHQ9 form is done in the clinic on 09/23/23. The patient comes back again on 10/04/24 and has a follow-up visit and a pop-up comes up and says that their PHQ9 form is due. This would be so helpful for so many forms.",yahoo.com,,"rch-lyons.com,clayhosp.org,bayoubendhealth.org,olneyhh.com,yahoo.com,wcmhosp.org,cmhcare.com"
DFE-I-1616,"TREND DATA FROM VISIT TO VISIT- GAD, PHQ, AIMS SCORING",Documentation,Default (Unassigned),Needs Review,2024-04-23 12:32:01,5,,"Providers are asking for ability to trend scores from visit to visit, including GAD, PHQ and AIM scoring r/t use of psychotropic medications",vmhospital.com,,"vermont.gov,vmhospital.com,yahoo.com,nrmchealth.com,lgh-jena.org"
DFE-I-1618,Remove EACH from unit of measure,Order Management,Default (Unassigned),Needs Review,2024-04-23 16:48:11,4,,Remove EACH from the unit of measure. This unit of measure does not cross over to other devices well and causes issues with bedside scanning.,taylorregional.org,,"doctorsmemorial.com,cozadhealthcare.com,yahoo.com,taylorregional.org"
DFE-I-1620,"TruLearn not user friendly, at all.",TruLearn,Default (Unassigned),Already Exists,2024-04-24 15:00:28,4,DF-SSO,"When Accesses are sent out with links to info in TruLearn, the link opens the login page, even if I am already logged in and have TruLearn open. Then, if I copy and pasted the thing listed in Access in the TruLearn search box, there are no items found. For example, the 04/23/24 Access, v91 and v93 are not searchable in TruLearn and the link doesnt work.",gh-health.org,"Michelle Mason Apr 26, 2024
Note: That link is to the TruBridge Client Center and states to review the April 16 Release Notes available under Support > Release Notes and selecting ENCOR_91_93 from the filters

Linda Pfeifle Apr 26, 2024
All it actually says is ENCOR v91 & v93 Update: Visit the Client Center for the April 16 release notes. The hyperlink is on the word visit, and you would think it would take you directly there.

Michelle Mason Apr 26, 2024
I will share that feedback. I wanted to be clear that the link did not take the user to TruLearn.

Nikki Csiki Apr 29, 2024
This happens more often than not when links are provided to information, it just goes to the login page. If I really need to see the information, then I have to go hunt it down...not as straight forward as it should be (the search functionality is abysmal in TruLearn). The real issue is that it creates an unnecessary burden that results in avoidance, i. e. not viewing the information at all.

Shelia Jennings Jun 20, 2024
Clarification regarding links to content on TruLearn (as opposed to TruBridge Client Center):

When logging into TruLearn, please be sure that you are using the new URL for the site: https://learn.trubridge.com/

If you are logged in using the old CPSIQ address (cpsi.docebosaas.com), it does not automatically redirect to the new URL. All links provided in Access should be using the new learn.trubridge.com address, so if you are logged in with the old URL it will take you to the sign-on page for the new site, even if you are logged in with the old one.

Teddy Busby Jun 24, 2024
I'm using the new URL, but the ACCESS links deadend at the signon page.

Kayla Granberry Sep 11, 2024
Some documents/links shared in the Access that are located within TruLearn will require a login but you should be directed to that document/page after logging in. You should remain logged in to TruLearn for that window session until logged out. I do believe there is an inactivity time period that will force you to log in again but you should only need to log in once a day (unless you're logging out of TruLearn and/or your window session). We do test links prior to the Access going out and if we have already logged in to TruLearn and select a link from the Access, it opens directly to the document/page. Please reach out to me directly if you encounter this issue again - kayla.granberry@trubridge.com.

As Michelle mentioned below, the ENCOR release notes are not located in TruLearn. And as Release Notes are customized based on your selection, we cannot provide direct links to a release note that has been generated. We can only share links to TruBridge Client Center (login screen) and you should then navigate to Release Notes and make your selections.","gh-health.org,gibsonhospital.org,wcmhosp.org,lgh-jena.org"
DFE-I-1621,New scripts automatically pull into patient education documentation ,Documentation,Default (Unassigned),Needs Review,2024-04-24 15:08:59,16,,It would be great if when a new script is placed for a patient at discharge that it automatically pulled to the patient education documentation to lessen having to look into new scripts and sending home education on the medication.,cozadhealthcare.com,,"tcmh.org,gvhospital.org,pomerenehospital.org,prestonmemorial.org,gibsonhospital.org,rch-lyons.com,cozadhealthcare.com,yahoo.com,att.net,putnamgeneral.com,nrmchealth.com,childresshospital.com,monroesurgical.com,rvmc.org,lgh-jena.org,clayhosp.org"
DFE-I-1622,Statement Printing stops at 120 days need to meet 240 day Financial Assistant application window for 501c3 entities,AR | Revenue Cycle,Default (Unassigned),Needs Review,2024-04-24 15:35:33,3,,"IRS guidelines are clear in the fact that 501c3, non-profit entities must have the window open for Financial Assistance Applications for 240 days, when Trubridge collect codes only allow for 120-day window for statements. This puts a manual process on facilities that are already short-staffed.",fallonmedical.org,,"clayhosp.org,fallonmedical.org"
DFE-I-1624,Page Breaks in EForms to be Automatic,Electronic Forms,Default (Unassigned),Needs Review,2024-04-24 17:50:55,6,,"It would be nice to have Eforms look as one long form to the nurse (so that pages are not missed) but when printed, the eform breaks between pages without cutting off information.",hillrh.com,"Lexie Tulak Jun 27, 2024
This would also be great if when the page break included a patient information header at the top of each page as it prints.","pomerenehospital.org,rch-lyons.com,yahoo.com,haa.ai,clayhosp.org,hillrh.com"
DFE-I-1625,"Med Rec when adding home medication, check for duplicates",Medication Management,Default (Unassigned),Needs Review,2024-04-24 20:34:20,6,,"Our facility has CNA's and MA's that room patients and review or add home medications. Some are not familiar with generic names of medications and will add a new home med to list when brand name already exists on list. If the system could stop and check and state ""medication is already on home medications are you sure you want to add"" we believe that would help out with some duplicate medications being put into the system.",cozadhealthcare.com,,"tcmh.org,cozadhealthcare.com,yahoo.com,nrmchealth.com,clayhosp.org,bayoubendhealth.org"
DFE-I-1626,Lab recent trend card needs ability to see all available labs,Patient Data Console,Default (Unassigned),Needs Review,2024-04-25 14:30:27,3,,"When setting the filters for the Lab Recent Trend card, the user only sees the labs that the current patient has had. There needs to be the ability for the user to see all available labs to filter by. It is very cumbersome to try to find a patient that has all of the labs that the user is wanting to filter.",spartahospital.com,,"lgh-jena.org,yahoo.com,spartahospital.com"
DFE-I-1627,Make Reason for Discontinuation of Medication a Requirement,Medication Management,Default (Unassigned),Needs Review,2024-04-25 14:56:41,5,,"When providers, nursing or pharmacy are discontinuing medication orders, there should be a box with either a drop down selection of reasons for discontinuation or the option to free text why something is being discontinued.",doctorsmemorial.com,"Kiley  McNemar May 8, 2024
and color code or add filters on the pharmacy side so they know if something is dc or not they should not have to click into every drug.","doctorsmemorial.com,gmail.com,lgh-jena.org,yahoo.com,monroesurgical.com"
DFE-I-1628,Medication Alerts for Providers During Order Entry,Medication Management,Default (Unassigned),Needs Review,2024-04-25 15:04:08,6,,"There needs to be a way that providers can be alerted of important medication information at the point of medication order entry. Pharmacy can add dispensing notes; however, these only show up on the pharmacy end when pharmacy is entering an order. It would be helpful, and ultimately aid in patient safety, if this could be something that showed up on the provider end during order entry also.",doctorsmemorial.com,,"doctorsmemorial.com,cozadhealthcare.com,lgh-jena.org,yahoo.com,monroesurgical.com,rvmc.org"
